sample_id	chrom	start	end	cn_a	cn_b
HRR227304	chr15	78454771	86300247	5	5
HRR227304	chr15	86300248	94145724	4	4
HRR227304	chr15	94145725	101991189	4	4
HRR227304	chr16	1	7500000	4	4
HRR227304	chr16	7500001	15000000	3	3
HRR227304	chr16	15000001	22500000	4	4
HRR227304	chr16	22500001	30000000	4	5
HRR227304	chr16	30000001	37500000	4	5
HRR227304	chr16	37500001	45000000	2	2
HRR227304	chr16	45000001	52500000	4	4
HRR227304	chr16	52500001	60000000	4	4
HRR227304	chr16	60000001	67500000	4	4
HRR227304	chr16	67500001	75000000	4	4
HRR227304	chr16	75000001	82500000	4	4
HRR227304	chr16	82500001	90000000	4	5
HRR227304	chr17	1	6938121	4	4
HRR227304	chr17	6938122	13876242	5	5
HRR227304	chr17	13876243	20814363	5	4
HRR227304	chr17	20814364	27752484	6	5
HRR227304	chr17	27752485	34690605	5	5
HRR227304	chr17	34690606	41628726	5	5
HRR227304	chr17	41628727	48566847	5	5
HRR227304	chr17	48566848	55504968	4	4
HRR227304	chr17	55504969	62443089	4	4
HRR227304	chr17	62443090	69381210	4	4
HRR227304	chr17	69381211	76319331	4	4
HRR227304	chr17	76319332	83257441	5	5
HRR227304	chr18	1	6182561	2	2
HRR227304	chr18	6182562	12365122	4	4
HRR227304	chr18	12365123	18547683	4	3
HRR227304	chr18	18547684	24730244	3	3
HRR227304	chr18	24730245	30912805	3	4
HRR227304	chr18	30912806	37095366	4	4
HRR227304	chr18	37095367	43277927	4	4
HRR227304	chr18	43277928	49460488	4	4
HRR227304	chr18	49460489	55643049	3	3
HRR227304	chr18	55643050	61825610	4	4
HRR227304	chr18	61825611	68008171	3	3
HRR227304	chr18	68008172	74190732	3	3
HRR227304	chr18	74190733	80373285	2	2
HRR227304	chr19	1	7327202	3	3
HRR227304	chr19	7327203	14654404	4	5
HRR227304	chr19	14654405	21981606	4	4
HRR227304	chr19	21981607	29308808	6	6
HRR227304	chr19	29308809	36636010	4	4
HRR227304	chr19	36636011	43963212	6	6
HRR227304	chr19	43963213	51290414	6	6
HRR227304	chr19	51290415	58617616	4	4
HRR227304	chr20	1	6444417	3	3
HRR227304	chr20	6444418	12888834	4	3
HRR227304	chr20	12888835	19333251	4	4
HRR227304	chr20	19333252	25777668	5	5
HRR227304	chr20	25777669	32222085	6	6
HRR227304	chr20	32222086	38666502	4	4
HRR227304	chr20	38666503	45110919	5	4
HRR227304	chr20	45110920	51555336	4	4
HRR227304	chr20	51555337	57999753	5	5
HRR227304	chr20	57999754	64444167	4	4
HRR227304	chr21	1	9341997	2	2
HRR227304	chr21	9341998	18683994	5	4
HRR227304	chr21	18683995	28025991	4	4
HRR227304	chr21	28025992	37367988	4	4
HRR227304	chr21	37367989	46709983	5	5
HRR227304	chr22	1	10000000	2	2
HRR227304	chr22	10000001	20000000	4	4
HRR227304	chr22	20000001	30000000	5	5
HRR227304	chr22	30000001	40000000	5	5
HRR227304	chr22	40000001	50000000	5	4
HRR227305	chr1	1	6728552	2	2
HRR227305	chr1	6728553	13457104	2	2
HRR227305	chr1	13457105	20185656	2	2
HRR227305	chr1	20185657	26914208	2	2
HRR227305	chr1	26914209	33642760	2	2
HRR227305	chr1	33642761	40371312	2	2
HRR227305	chr1	40371313	47099864	2	2
HRR227305	chr1	47099865	53828416	2	2
HRR227305	chr1	53828417	60556968	2	3
HRR227305	chr1	60556969	67285520	2	2
HRR227305	chr1	67285521	74014072	2	2
HRR227305	chr1	74014073	80742624	2	2
HRR227305	chr1	80742625	87471176	2	2
HRR227305	chr1	87471177	94199728	2	2
HRR227305	chr1	94199729	100928280	2	2
HRR227305	chr1	100928281	107656832	2	2
HRR227305	chr1	107656833	114385384	2	2
HRR227305	chr1	114385385	121113936	2	2
HRR227305	chr1	121113937	127842488	2	2
HRR227305	chr1	127842489	134571040	2	2
HRR227305	chr1	134571041	141299592	2	2
HRR227305	chr1	141299593	148028144	3	2
HRR227305	chr1	148028145	154756696	2	2
HRR227305	chr1	154756697	161485248	2	2
HRR227305	chr1	161485249	168213800	2	2
HRR227305	chr1	168213801	174942352	2	2
HRR227305	chr1	174942353	181670904	2	2
HRR227305	chr1	181670905	188399456	2	2
HRR227305	chr1	188399457	195128008	2	2
HRR227305	chr1	195128009	201856560	2	2
HRR227305	chr1	201856561	208585112	2	3
HRR227305	chr1	208585113	215313664	2	3
HRR227305	chr1	215313665	222042216	2	2
HRR227305	chr1	222042217	228770768	2	2
HRR227305	chr1	228770769	235499320	2	2
HRR227305	chr1	235499321	242227872	2	2
HRR227305	chr1	242227873	248956422	2	2
HRR227305	chr2	1	6540541	2	3
HRR227305	chr2	6540542	13081082	2	2
HRR227305	chr2	13081083	19621623	2	2
HRR227305	chr2	19621624	26162164	2	2
HRR227305	chr2	26162165	32702705	2	2
HRR227305	chr2	32702706	39243246	2	2
HRR227305	chr2	39243247	45783787	2	2
HRR227305	chr2	45783788	52324328	2	2
HRR227305	chr2	52324329	58864869	2	3
HRR227305	chr2	58864870	65405410	2	2
HRR227305	chr2	65405411	71945951	2	2
HRR227305	chr2	71945952	78486492	2	2
HRR227305	chr2	78486493	85027033	2	2
HRR227305	chr2	85027034	91567574	2	2
HRR227305	chr2	91567575	98108115	2	2
HRR227305	chr2	98108116	104648656	2	1
HRR227305	chr2	104648657	111189197	2	3
HRR227305	chr2	111189198	117729738	2	2
HRR227305	chr2	117729739	124270279	2	2
HRR227305	chr2	124270280	130810820	3	3
HRR227305	chr2	130810821	137351361	2	2
HRR227305	chr2	137351362	143891902	2	2
HRR227305	chr2	143891903	150432443	2	1
HRR227305	chr2	150432444	156972984	2	2
HRR227305	chr2	156972985	163513525	2	2
HRR227305	chr2	163513526	170054066	2	2
HRR227305	chr2	170054067	176594607	2	2
HRR227305	chr2	176594608	183135148	2	2
HRR227305	chr2	183135149	189675689	2	2
HRR227305	chr2	189675690	196216230	2	2
HRR227305	chr2	196216231	202756771	2	2
HRR227305	chr2	202756772	209297312	2	2
HRR227305	chr2	209297313	215837853	2	2
HRR227305	chr2	215837854	222378394	2	2
HRR227305	chr2	222378395	228918935	2	2
HRR227305	chr2	228918936	235459476	2	2
HRR227305	chr2	235459477	242000000	2	2
HRR227305	chr3	1	6000000	2	2
HRR227305	chr3	6000001	12000000	2	2
HRR227305	chr3	12000001	18000000	2	2
HRR227305	chr3	18000001	24000000	2	2
HRR227305	chr3	24000001	30000000	2	3
HRR227305	chr3	30000001	36000000	2	2
HRR227305	chr3	36000001	42000000	2	2
HRR227305	chr3	42000001	48000000	2	2
HRR227305	chr3	48000001	54000000	2	2
HRR227305	chr3	54000001	60000000	2	3
HRR227305	chr3	60000001	66000000	2	1
HRR227305	chr3	66000001	72000000	2	2
HRR227305	chr3	72000001	78000000	2	2
HRR227305	chr3	78000001	84000000	2	2
HRR227305	chr3	84000001	90000000	2	2
HRR227305	chr3	90000001	96000000	2	2
HRR227305	chr3	96000001	102000000	2	2
HRR227305	chr3	102000001	108000000	2	2
HRR227305	chr3	108000001	114000000	2	2
HRR227305	chr3	114000001	120000000	2	2
HRR227305	chr3	120000001	126000000	2	2
HRR227305	chr3	126000001	132000000	2	2
HRR227305	chr3	132000001	138000000	2	3
HRR227305	chr3	138000001	144000000	3	3
HRR227305	chr3	144000001	150000000	2	2
HRR227305	chr3	150000001	156000000	2	2
HRR227305	chr3	156000001	162000000	2	2
HRR227305	chr3	162000001	168000000	2	2
HRR227305	chr3	168000001	174000000	2	3
HRR227305	chr3	174000001	180000000	2	2
HRR227305	chr3	180000001	186000000	2	2
HRR227305	chr3	186000001	192000000	2	2
HRR227305	chr3	192000001	198000000	2	2
HRR227305	chr4	1	6300000	3	2
HRR227305	chr4	6300001	12600000	3	3
HRR227305	chr4	12600001	18900000	2	1
HRR227305	chr4	18900001	25200000	2	2
HRR227305	chr4	25200001	31500000	2	2
HRR227305	chr4	31500001	37800000	2	1
HRR227305	chr4	37800001	44100000	2	2
HRR227305	chr4	44100001	50400000	2	2
HRR227305	chr4	50400001	56700000	2	3
HRR227305	chr4	56700001	63000000	2	2
HRR227305	chr4	63000001	69300000	2	2
HRR227305	chr4	69300001	75600000	2	2
HRR227305	chr4	75600001	81900000	2	2
HRR227305	chr4	81900001	88200000	2	2
HRR227305	chr4	88200001	94500000	2	2
HRR227305	chr4	94500001	100800000	2	2
HRR227305	chr4	100800001	107100000	2	2
HRR227305	chr4	107100001	113400000	2	2
HRR227305	chr4	113400001	119700000	2	2
HRR227305	chr4	119700001	126000000	1	1
HRR227305	chr4	126000001	132300000	2	2
HRR227305	chr4	132300001	138600000	2	1
HRR227305	chr4	138600001	144900000	2	2
HRR227305	chr4	144900001	151200000	2	2
HRR227305	chr4	151200001	157500000	2	2
HRR227305	chr4	157500001	163800000	2	2
HRR227305	chr4	163800001	170100000	2	1
HRR227305	chr4	170100001	176400000	2	2
HRR227305	chr4	176400001	182700000	2	3
HRR227305	chr4	182700001	189000000	2	2
HRR227305	chr5	1	6464286	2	2
HRR227305	chr5	6464287	12928572	2	2
HRR227305	chr5	12928573	19392858	2	2
HRR227305	chr5	19392859	25857144	2	2
HRR227305	chr5	25857145	32321430	2	2
HRR227305	chr5	32321431	38785716	2	2
HRR227305	chr5	38785717	45250002	2	1
HRR227305	chr5	45250003	51714288	2	1
HRR227305	chr5	51714289	58178574	2	2
HRR227305	chr5	58178575	64642860	2	2
HRR227305	chr5	64642861	71107146	2	2
HRR227305	chr5	71107147	77571432	2	2
HRR227305	chr5	77571433	84035718	2	2
HRR227305	chr5	84035719	90500004	2	2
HRR227305	chr5	90500005	96964290	2	2
HRR227305	chr5	96964291	103428576	2	2
HRR227305	chr5	103428577	109892862	2	1
HRR227305	chr5	109892863	116357148	2	2
HRR227305	chr5	116357149	122821434	2	2
HRR227305	chr5	122821435	129285720	2	2
HRR227305	chr5	129285721	135750006	2	2
HRR227305	chr5	135750007	142214292	2	2
HRR227305	chr5	142214293	148678578	2	2
HRR227305	chr5	148678579	155142864	2	2
HRR227305	chr5	155142865	161607150	2	2
HRR227305	chr5	161607151	168071436	2	2
HRR227305	chr5	168071437	174535722	2	3
HRR227305	chr5	174535723	181000000	2	3
HRR227305	chr6	1	6100214	2	2
HRR227305	chr6	6100215	12200428	2	2
HRR227305	chr6	12200429	18300642	2	1
HRR227305	chr6	18300643	24400856	2	1
HRR227305	chr6	24400857	30501070	2	2
HRR227305	chr6	30501071	36601284	3	3
HRR227305	chr6	36601285	42701498	2	2
HRR227305	chr6	42701499	48801712	2	2
HRR227305	chr6	48801713	54901926	2	2
HRR227305	chr6	54901927	61002140	2	2
HRR227305	chr6	61002141	67102354	2	2
HRR227305	chr6	67102355	73202568	2	2
HRR227305	chr6	73202569	79302782	2	2
HRR227305	chr6	79302783	85402996	2	2
HRR227305	chr6	85402997	91503210	2	2
HRR227305	chr6	91503211	97603424	2	1
HRR227305	chr6	97603425	103703638	2	2
HRR227305	chr6	103703639	109803852	2	2
HRR227305	chr6	109803853	115904066	2	2
HRR227305	chr6	115904067	122004280	2	2
HRR227305	chr6	122004281	128104494	2	2
HRR227305	chr6	128104495	134204708	2	2
HRR227305	chr6	134204709	140304922	2	2
HRR227305	chr6	140304923	146405136	2	2
HRR227305	chr6	146405137	152505350	1	1
HRR227305	chr6	152505351	158605564	2	2
HRR227305	chr6	158605565	164705778	2	2
HRR227305	chr6	164705779	170805979	2	1
HRR227305	chr7	1	6360000	3	3
HRR227305	chr7	6360001	12720000	2	2
HRR227305	chr7	12720001	19080000	2	2
HRR227305	chr7	19080001	25440000	2	2
HRR227305	chr7	25440001	31800000	2	2
HRR227305	chr7	31800001	38160000	3	2
HRR227305	chr7	38160001	44520000	2	2
HRR227305	chr7	44520001	50880000	2	2
HRR227305	chr7	50880001	57240000	3	2
HRR227305	chr7	57240001	63600000	2	2
HRR227305	chr7	63600001	69960000	2	2
HRR227305	chr7	69960001	76320000	3	3
HRR227305	chr7	76320001	82680000	2	2
HRR227305	chr7	82680001	89040000	2	3
HRR227305	chr7	89040001	95400000	2	1
HRR227305	chr7	95400001	101760000	3	3
HRR227305	chr7	101760001	108120000	2	2
HRR227305	chr7	108120001	114480000	2	2
HRR227305	chr7	114480001	120840000	2	2
HRR227305	chr7	120840001	127200000	2	2
HRR227305	chr7	127200001	133560000	2	2
HRR227305	chr7	133560001	139920000	2	2
HRR227305	chr7	139920001	146280000	1	2
HRR227305	chr7	146280001	152640000	2	2
HRR227305	chr7	152640001	159000000	2	2
HRR227305	chr8	1	6590910	2	2
HRR227305	chr8	6590911	13181820	2	1
HRR227305	chr8	13181821	19772730	2	1
HRR227305	chr8	19772731	26363640	2	2
HRR227305	chr8	26363641	32954550	2	2
HRR227305	chr8	32954551	39545460	2	2
HRR227305	chr8	39545461	46136370	2	1
HRR227305	chr8	46136371	52727280	2	2
HRR227305	chr8	52727281	59318190	2	2
HRR227305	chr8	59318191	65909100	2	2
HRR227305	chr8	65909101	72500010	2	2
HRR227305	chr8	72500011	79090920	1	1
HRR227305	chr8	79090921	85681830	1	2
HRR227305	chr8	85681831	92272740	2	2
HRR227305	chr8	92272741	98863650	2	2
HRR227305	chr8	98863651	105454560	2	2
HRR227305	chr8	105454561	112045470	2	2
HRR227305	chr8	112045471	118636380	2	2
HRR227305	chr8	118636381	125227290	2	2
HRR227305	chr8	125227291	131818200	2	2
HRR227305	chr8	131818201	138409110	2	2
HRR227305	chr8	138409111	145000000	2	2
HRR227305	chr9	1	7666667	2	1
HRR227305	chr9	7666668	15333334	2	1
HRR227305	chr9	15333335	23000001	2	2
HRR227305	chr9	23000002	30666668	2	2
HRR227305	chr9	30666669	38333335	2	1
HRR227305	chr9	38333336	46000002	1	1
HRR227305	chr9	46000003	53666669	2	2
HRR227305	chr9	53666670	61333336	2	2
HRR227305	chr9	61333337	69000003	1	1
HRR227305	chr9	69000004	76666670	2	2
HRR227305	chr9	76666671	84333337	2	2
HRR227305	chr9	84333338	92000004	2	2
HRR227305	chr9	92000005	99666671	2	2
HRR227305	chr9	99666672	107333338	2	1
HRR227305	chr9	107333339	115000005	2	2
HRR227305	chr9	115000006	122666672	2	2
HRR227305	chr9	122666673	130333339	1	2
HRR227305	chr9	130333340	138000000	2	2
HRR227305	chr10	1	6333334	2	2
HRR227305	chr10	6333335	12666668	2	2
HRR227305	chr10	12666669	19000002	2	2
HRR227305	chr10	19000003	25333336	2	2
HRR227305	chr10	25333337	31666670	2	2
HRR227305	chr10	31666671	38000004	2	2
HRR227305	chr10	38000005	44333338	2	2
HRR227305	chr10	44333339	50666672	2	3
HRR227305	chr10	50666673	57000006	2	2
HRR227305	chr10	57000007	63333340	2	2
HRR227305	chr10	63333341	69666674	2	2
HRR227305	chr10	69666675	76000008	2	2
HRR227305	chr10	76000009	82333342	2	2
HRR227305	chr10	82333343	88666676	2	3
HRR227305	chr10	88666677	95000010	2	2
HRR227305	chr10	95000011	101333344	2	1
HRR227305	chr10	101333345	107666678	2	1
HRR227305	chr10	107666679	114000012	2	2
HRR227305	chr10	114000013	120333346	2	2
HRR227305	chr10	120333347	126666680	2	2
HRR227305	chr10	126666681	133000000	2	2
HRR227305	chr11	1	5873332	2	2
HRR227305	chr11	5873333	11746664	2	2
HRR227305	chr11	11746665	17619996	2	2
HRR227305	chr11	17619997	23493328	2	2
HRR227305	chr11	23493329	29366660	2	2
HRR227305	chr11	29366661	35239992	2	2
HRR227305	chr11	35239993	41113324	2	2
HRR227305	chr11	41113325	46986656	2	2
HRR227305	chr11	46986657	52859988	2	2
HRR227305	chr11	52859989	58733320	2	2
HRR227305	chr11	58733321	64606652	2	3
HRR227305	chr11	64606653	70479984	2	2
HRR227305	chr11	70479985	76353316	2	2
HRR227305	chr11	76353317	82226648	2	2
HRR227305	chr11	82226649	88099980	2	2
HRR227305	chr11	88099981	93973312	2	2
HRR227305	chr11	93973313	99846644	2	2
HRR227305	chr11	99846645	105719976	2	1
HRR227305	chr11	105719977	111593308	2	2
HRR227305	chr11	111593309	117466640	2	2
HRR227305	chr11	117466641	123339972	2	2
HRR227305	chr11	123339973	129213304	2	2
HRR227305	chr11	129213305	135086622	2	1
HRR227305	chr12	1	6057969	2	3
HRR227305	chr12	6057970	12115938	2	2
HRR227305	chr12	12115939	18173907	2	2
HRR227305	chr12	18173908	24231876	2	2
HRR227305	chr12	24231877	30289845	2	2
HRR227305	chr12	30289846	36347814	3	2
HRR227305	chr12	36347815	42405783	2	1
HRR227305	chr12	42405784	48463752	2	2
HRR227305	chr12	48463753	54521721	2	2
HRR227305	chr12	54521722	60579690	2	2
HRR227305	chr12	60579691	66637659	2	2
HRR227305	chr12	66637660	72695628	2	2
HRR227305	chr12	72695629	78753597	2	2
HRR227305	chr12	78753598	84811566	2	2
HRR227305	chr12	84811567	90869535	2	2
HRR227305	chr12	90869536	96927504	2	2
HRR227305	chr12	96927505	102985473	2	1
HRR227305	chr12	102985474	109043442	2	2
HRR227305	chr12	109043443	115101411	1	1
HRR227305	chr12	115101412	121159380	2	2
HRR227305	chr12	121159381	127217349	2	2
HRR227305	chr12	127217350	133275309	2	2
HRR227305	chr13	1	7147771	2	2
HRR227305	chr13	7147772	14295542	2	2
HRR227305	chr13	14295543	21443313	2	1
HRR227305	chr13	21443314	28591084	2	2
HRR227305	chr13	28591085	35738855	2	1
HRR227305	chr13	35738856	42886626	2	2
HRR227305	chr13	42886627	50034397	2	2
HRR227305	chr13	50034398	57182168	2	1
HRR227305	chr13	57182169	64329939	2	2
HRR227305	chr13	64329940	71477710	2	2
HRR227305	chr13	71477711	78625481	2	3
HRR227305	chr13	78625482	85773252	2	2
HRR227305	chr13	85773253	92921023	2	2
HRR227305	chr13	92921024	100068794	2	2
HRR227305	chr13	100068795	107216565	1	1
HRR227305	chr13	107216566	114364328	1	1
HRR227305	chr14	1	7000000	2	2
HRR227305	chr14	7000001	14000000	2	2
HRR227305	chr14	14000001	21000000	2	4
HRR227305	chr14	21000001	28000000	2	2
HRR227305	chr14	28000001	35000000	2	2
HRR227305	chr14	35000001	42000000	2	2
HRR227305	chr14	42000001	49000000	2	2
HRR227305	chr14	49000001	56000000	2	2
HRR227305	chr14	56000001	63000000	2	3
HRR227305	chr14	63000001	70000000	2	2
HRR227305	chr14	70000001	77000000	2	2
HRR227305	chr14	77000001	84000000	2	2
HRR227305	chr14	84000001	91000000	2	2
HRR227305	chr14	91000001	98000000	2	2
HRR227305	chr14	98000001	105000000	2	2
HRR227305	chr15	1	7845477	2	2
HRR227305	chr15	7845478	15690954	2	2
HRR227305	chr15	15690955	23536431	2	1
HRR227305	chr15	23536432	31381908	2	2
HRR227305	chr15	31381909	39227385	2	2
HRR227305	chr15	39227386	47072862	2	1
HRR227305	chr15	47072863	54918339	2	2
HRR227305	chr15	54918340	62763816	2	1
HRR227305	chr15	62763817	70609293	2	2
HRR227305	chr15	70609294	78454770	2	3
HRR227305	chr15	78454771	86300247	2	2
HRR227305	chr15	86300248	94145724	2	2
HRR227305	chr15	94145725	101991189	2	2
HRR227305	chr16	1	7500000	2	2
HRR227305	chr16	7500001	15000000	2	2
HRR227305	chr16	15000001	22500000	2	2
HRR227305	chr16	22500001	30000000	2	2
HRR227305	chr16	30000001	37500000	2	2
HRR227305	chr16	37500001	45000000	2	2
HRR227305	chr16	45000001	52500000	2	2
HRR227305	chr16	52500001	60000000	2	2
HRR227305	chr16	60000001	67500000	2	3
HRR227305	chr16	67500001	75000000	2	2
HRR227305	chr16	75000001	82500000	2	3
HRR227305	chr16	82500001	90000000	3	3
HRR227305	chr17	1	6938121	2	2
HRR227305	chr17	6938122	13876242	2	2
HRR227305	chr17	13876243	20814363	2	2
HRR227305	chr17	20814364	27752484	3	4
HRR227305	chr17	27752485	34690605	2	2
HRR227305	chr17	34690606	41628726	2	3
HRR227305	chr17	41628727	48566847	2	2
HRR227305	chr17	48566848	55504968	2	2
HRR227305	chr17	55504969	62443089	2	2
HRR227305	chr17	62443090	69381210	2	3
HRR227305	chr17	69381211	76319331	2	2
HRR227305	chr17	76319332	83257441	2	3
HRR227305	chr18	1	6182561	2	2
HRR227305	chr18	6182562	12365122	2	2
HRR227305	chr18	12365123	18547683	2	2
HRR227305	chr18	18547684	24730244	2	2
HRR227305	chr18	24730245	30912805	2	2
HRR227305	chr18	30912806	37095366	2	2
HRR227305	chr18	37095367	43277927	3	2
HRR227305	chr18	43277928	49460488	3	3
HRR227305	chr18	49460489	55643049	2	2
HRR227305	chr18	55643050	61825610	2	2
HRR227305	chr18	61825611	68008171	2	2
HRR227305	chr18	68008172	74190732	2	2
HRR227305	chr18	74190733	80373285	2	2
HRR227305	chr19	1	7327202	2	2
HRR227305	chr19	7327203	14654404	2	1
HRR227305	chr19	14654405	21981606	2	1
HRR227305	chr19	21981607	29308808	3	2
HRR227305	chr19	29308809	36636010	2	2
HRR227305	chr19	36636011	43963212	2	2
HRR227305	chr19	43963213	51290414	2	3
HRR227305	chr19	51290415	58617616	2	2
HRR227305	chr20	1	6444417	2	2
HRR227305	chr20	6444418	12888834	2	2
HRR227305	chr20	12888835	19333251	2	2
HRR227305	chr20	19333252	25777668	3	3
HRR227305	chr20	25777669	32222085	3	4
HRR227305	chr20	32222086	38666502	2	2
HRR227305	chr20	38666503	45110919	2	3
HRR227305	chr20	45110920	51555336	1	1
HRR227305	chr20	51555337	57999753	2	1
HRR227305	chr20	57999754	64444167	1	2
HRR227305	chr21	1	9341997	2	2
HRR227305	chr21	9341998	18683994	2	2
HRR227305	chr21	18683995	28025991	2	2
HRR227305	chr21	28025992	37367988	2	1
HRR227305	chr21	37367989	46709983	2	2
HRR227305	chr22	1	10000000	2	2
HRR227305	chr22	10000001	20000000	2	2
HRR227305	chr22	20000001	30000000	3	3
HRR227305	chr22	30000001	40000000	2	2
HRR227305	chr22	40000001	50000000	3	2
HRR227306	chr1	1	6728552	3	3
HRR227306	chr1	6728553	13457104	2	2
HRR227306	chr1	13457105	20185656	2	2
HRR227306	chr1	20185657	26914208	2	2
HRR227306	chr1	26914209	33642760	2	2
HRR227306	chr1	33642761	40371312	2	2
HRR227306	chr1	40371313	47099864	2	2
HRR227306	chr1	47099865	53828416	2	2
HRR227306	chr1	53828417	60556968	2	3
HRR227306	chr1	60556969	67285520	2	2
HRR227306	chr1	67285521	74014072	2	2
HRR227306	chr1	74014073	80742624	2	2
HRR227306	chr1	80742625	87471176	2	1
HRR227306	chr1	87471177	94199728	2	2
HRR227306	chr1	94199729	100928280	2	2
HRR227306	chr1	100928281	107656832	2	2
HRR227306	chr1	107656833	114385384	2	2
HRR227306	chr1	114385385	121113936	2	2
HRR227306	chr1	121113937	127842488	2	2
HRR227306	chr1	127842489	134571040	2	2
HRR227306	chr1	134571041	141299592	2	2
HRR227306	chr1	141299593	148028144	3	3
HRR227306	chr1	148028145	154756696	1	1
HRR227306	chr1	154756697	161485248	2	2
HRR227306	chr1	161485249	168213800	2	2
HRR227306	chr1	168213801	174942352	2	2
HRR227306	chr1	174942353	181670904	2	2
HRR227306	chr1	181670905	188399456	2	2
HRR227306	chr1	188399457	195128008	2	2
HRR227306	chr1	195128009	201856560	2	1
HRR227306	chr1	201856561	208585112	2	2
HRR227306	chr1	208585113	215313664	2	2
HRR227306	chr1	215313665	222042216	2	2
HRR227306	chr1	222042217	228770768	2	2
HRR227306	chr1	228770769	235499320	2	2
HRR227306	chr1	235499321	242227872	2	2
HRR227306	chr1	242227873	248956422	2	2
HRR227306	chr2	1	6540541	2	3
HRR227306	chr2	6540542	13081082	2	2
HRR227306	chr2	13081083	19621623	2	2
HRR227306	chr2	19621624	26162164	2	2
HRR227306	chr2	26162165	32702705	2	2
HRR227306	chr2	32702706	39243246	2	2
HRR227306	chr2	39243247	45783787	2	2
HRR227306	chr2	45783788	52324328	2	3
HRR227306	chr2	52324329	58864869	2	2
HRR227306	chr2	58864870	65405410	2	2
HRR227306	chr2	65405411	71945951	2	2
HRR227306	chr2	71945952	78486492	3	3
HRR227306	chr2	78486493	85027033	3	3
HRR227306	chr2	85027034	91567574	2	2
HRR227306	chr2	91567575	98108115	2	1
HRR227306	chr2	98108116	104648656	2	2
HRR227306	chr2	104648657	111189197	3	3
HRR227306	chr2	111189198	117729738	2	2
HRR227306	chr2	117729739	124270279	2	2
HRR227306	chr2	124270280	130810820	2	1
HRR227306	chr2	130810821	137351361	2	3
HRR227306	chr2	137351362	143891902	2	2
HRR227306	chr2	143891903	150432443	2	3
HRR227306	chr2	150432444	156972984	2	2
HRR227306	chr2	156972985	163513525	2	2
HRR227306	chr2	163513526	170054066	2	2
HRR227306	chr2	170054067	176594607	2	3
HRR227306	chr2	176594608	183135148	2	2
HRR227306	chr2	183135149	189675689	2	2
HRR227306	chr2	189675690	196216230	2	2
HRR227306	chr2	196216231	202756771	2	2
HRR227306	chr2	202756772	209297312	2	2
HRR227306	chr2	209297313	215837853	2	3
HRR227306	chr2	215837854	222378394	2	3
HRR227306	chr2	222378395	228918935	2	2
HRR227306	chr2	228918936	235459476	2	2
HRR227306	chr2	235459477	242000000	2	2
HRR227306	chr3	1	6000000	2	2
HRR227306	chr3	6000001	12000000	2	2
HRR227306	chr3	12000001	18000000	3	2
HRR227306	chr3	18000001	24000000	3	3
HRR227306	chr3	24000001	30000000	2	3
HRR227306	chr3	30000001	36000000	2	2
HRR227306	chr3	36000001	42000000	2	3
HRR227306	chr3	42000001	48000000	2	2
HRR227306	chr3	48000001	54000000	2	2
HRR227306	chr3	54000001	60000000	2	3
HRR227306	chr3	60000001	66000000	2	2
HRR227306	chr3	66000001	72000000	2	2
HRR227306	chr3	72000001	78000000	2	3
HRR227306	chr3	78000001	84000000	3	3
HRR227306	chr3	84000001	90000000	2	3
HRR227306	chr3	90000001	96000000	2	2
HRR227306	chr3	96000001	102000000	2	3
HRR227306	chr3	102000001	108000000	2	2
HRR227306	chr3	108000001	114000000	2	2
HRR227306	chr3	114000001	120000000	3	3
HRR227306	chr3	120000001	126000000	2	3
HRR227306	chr3	126000001	132000000	2	3
HRR227306	chr3	132000001	138000000	2	2
HRR227306	chr3	138000001	144000000	2	1
HRR227306	chr3	144000001	150000000	2	2
HRR227306	chr3	150000001	156000000	2	3
HRR227306	chr3	156000001	162000000	3	3
HRR227306	chr3	162000001	168000000	2	2
HRR227306	chr3	168000001	174000000	3	2
HRR227306	chr3	174000001	180000000	2	3
HRR227306	chr3	180000001	186000000	2	2
HRR227306	chr3	186000001	192000000	2	2
HRR227306	chr3	192000001	198000000	2	2
HRR227306	chr4	1	6300000	2	2
HRR227306	chr4	6300001	12600000	1	1
HRR227306	chr4	12600001	18900000	2	3
HRR227306	chr4	18900001	25200000	2	2
HRR227306	chr4	25200001	31500000	2	2
HRR227306	chr4	31500001	37800000	3	2
HRR227306	chr4	37800001	44100000	2	1
HRR227306	chr4	44100001	50400000	2	2
HRR227306	chr4	50400001	56700000	2	2
HRR227306	chr4	56700001	63000000	2	3
HRR227306	chr4	63000001	69300000	3	2
HRR227306	chr4	69300001	75600000	2	2
HRR227306	chr4	75600001	81900000	2	3
HRR227306	chr4	81900001	88200000	2	3
HRR227306	chr4	88200001	94500000	2	2
HRR227306	chr4	94500001	100800000	2	2
HRR227306	chr4	100800001	107100000	2	2
HRR227306	chr4	107100001	113400000	2	2
HRR227306	chr4	113400001	119700000	2	2
HRR227306	chr4	119700001	126000000	2	2
HRR227306	chr4	126000001	132300000	2	2
HRR227306	chr4	132300001	138600000	2	3
HRR227306	chr4	138600001	144900000	2	2
HRR227306	chr4	144900001	151200000	3	3
HRR227306	chr4	151200001	157500000	2	2
HRR227306	chr4	157500001	163800000	2	1
HRR227306	chr4	163800001	170100000	2	2
HRR227306	chr4	170100001	176400000	2	2
HRR227306	chr4	176400001	182700000	2	2
HRR227306	chr4	182700001	189000000	2	1
